,isbn,authors,original_publication_year,original_title,average_rating,image_url,publication_year,book_read_url
2512,034547063X,"Stephen King, Peter Straub",2001,Black House ,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2001,
2513,785123113,"Neil Gaiman, Andy Kubert, Richard Isanove, Peter Sanderson",2003,Marvel 1602,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,
2514,743270371,Vince Flynn,2006,Act of Treason,4.28,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,
2515,307959945,Peter Heller,2012,The Dog Stars,3.9,https://images.gr-assets.com/books/1388122817m/13330761.jpg,2012,
2517,441013406,Jim Butcher,2005,Academ's Fury,4.27,https://images.gr-assets.com/books/1381026900m/133664.jpg,2005,
2518,446676438,James Patterson,1998,When the Wind Blows,3.92,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1998,
2519,4103534222,"Haruki Murakami, 村上 春樹",2009,1Q84 Book 1 [Ichi-kyū-hachi-yon],3.96,https://images.gr-assets.com/books/1329955413m/6443834.jpg,2009,
2520,722534876,"Paulo Coelho, Alan R. Clarke",1987,O Diário de um Mago,3.64,https://images.gr-assets.com/books/1307909268m/4004.jpg,1987,
2521,385336691,Lee Child,2006,The Hard Way,4.14,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,
2522,440226708,Sheila Burnford,1960,The Incredible Journey,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1960,
2523,143036661,Geraldine Brooks,2004,March,3.73,https://images.gr-assets.com/books/1327935441m/13529.jpg,2004,
2524,307749606,"Lee Child, Dick Hill",2012,A Wanted Man,4,https://images.gr-assets.com/books/1333623254m/13359067.jpg,2012,
2525,1401209149,"Grant Morrison, Frank Quitely",2007,All-Star Superman (Volume 1),4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
2526,1780484259,George R.R. Martin,2000,A Song of Ice and Fire,4.63,https://images.gr-assets.com/books/1339340118m/12177850.jpg,2000,
2527,425259854,Nora Roberts,2013,Dark Witch,3.91,https://images.gr-assets.com/books/1480131721m/16158558.jpg,2013,
2528,312590970,Alyson Noel,2010,Dark Flame,3.73,https://images.gr-assets.com/books/1362336376m/7198988.jpg,2010,
2529,1101990260,Fiona Barton,2016,The Widow,3.49,https://images.gr-assets.com/books/1449178687m/25734248.jpg,2016,
2530,545060451,Patrick Carman,2009,The Black Circle,4,https://images.gr-assets.com/books/1357211043m/6255144.jpg,2009,
2531,62248162,Kiera Cass,2013,The Prince,3.93,https://images.gr-assets.com/books/1354127071m/15820748.jpg,2013,
2532,374384681,Marie Rutkoski,2014,The Winner's Curse,4.03,https://images.gr-assets.com/books/1377023523m/16069030.jpg,2014,
2533,679766758,Sapphire,1996,Push,3.82,https://images.gr-assets.com/books/1414633395m/71332.jpg,1996,
2534,1609451341,"Elena Ferrante, Ann Goldstein",2012,Storia del nuovo cognome,4.37,https://images.gr-assets.com/books/1501012849m/17465515.jpg,2012,
2535,345413970,Arthur C. Clarke,1982,2010: Odyssey Two,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1982,
2536,759530017,Atsushi Ohkubo,2004,ソウルイーター 1,4.3,https://images.gr-assets.com/books/1443900841m/6406018.jpg,2004,
2537,1451645821,William Kent Krueger,2013,Ordinary Grace,4.14,https://images.gr-assets.com/books/1358264094m/15803059.jpg,2013,
2538,446611778,David Baldacci,2001,Last Man Standing,4.03,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2001,
2539,1596431520,Gene Luen Yang,2006,American Born Chinese,3.88,https://images.gr-assets.com/books/1317066615m/118944.jpg,2006,
2540,307001040,"Eugene Bradley Coco, Ron Dias, Walt Disney Company",1960,Peter Pan (Little Golden Book),4.32,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1960,
2541,991686004,K.A. Tucker,2012,Ten Tiny Breaths,4.16,https://images.gr-assets.com/books/1368808763m/15990969.jpg,2012,
2542,1400065453,David Mitchell,2010,The Thousand Autumns of Jacob de Zoet,4.03,https://images.gr-assets.com/books/1320540908m/7141642.jpg,2010,
2543,486282082,Christopher Marlowe,1604,The Tragical History of the Life and Death of Doctor Faustus,3.79,https://images.gr-assets.com/books/1392156779m/18525.jpg,1604,
2544,312984839,Sherrilyn Kenyon,2003,Dance with the Devil,4.39,https://images.gr-assets.com/books/1388703603m/84145.jpg,2003,
2545,786887079,Candace Bushnell,2005,Lipstick Jungle,3.39,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,
2546,446611212,James Patterson,2001,Violets Are Blue,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2001,
2547,671791540,"Anthony Robbins, Tony Robbins, Frederick L. Covan",1992,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!",4.1,https://images.gr-assets.com/books/1415677371m/180116.jpg,1992,
2548,515134457,Laurell K. Hamilton,1998,"Blue Moon (Anita Blake, Vampire Hunter, #8)",4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1998,
2549,515134473,Laurell K. Hamilton,1998,"Burnt Offerings (Anita Blake, Vampire Hunter, #7)",4.07,https://images.gr-assets.com/books/1289528358m/30242.jpg,1998,
2550,1250010713,Diane Chamberlain,2014,The Silent Sister,3.93,https://images.gr-assets.com/books/1406526579m/19286669.jpg,2014,
2551,385333781,Kurt Vonnegut Jr.,1952,Player Piano,3.85,https://images.gr-assets.com/books/1488041609m/9597.jpg,1952,
2552,812967259,Arthur Conan Doyle,1912,The Lost World ,3.92,https://images.gr-assets.com/books/1320504012m/10155.jpg,1912,
2554,807083690,Octavia E. Butler,1979,Kindred,4.18,https://images.gr-assets.com/books/1339423248m/60931.jpg,1979,
2555,60885424,"Laura Ingalls Wilder, Garth Williams",1940,"The Long Winter (Little House, #6)",4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1940,
2556,310247454,"Henry Cloud, John Townsend",1992,Boundaries,4.19,https://images.gr-assets.com/books/1406403521m/525488.jpg,1992,
2557,545424968,Maggie Stiefvater,2014,"Blue Lily, Lily Blue",4.32,https://images.gr-assets.com/books/1477103826m/17378508.jpg,2014,
2558,99399016,"Philip Roth, Luca Marinelli",1969,Portnoy's Complaint,3.69,https://images.gr-assets.com/books/1327929440m/43945.jpg,1969,
2559,785274316,"John C. Maxwell, Zig Ziglar",1998,The 21 Irrefutable Laws of Leadership,4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1998,
2560,385491026,Margaret Atwood,1988,Cat's Eye,3.92,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1988,
2562,1406310271,Patrick Ness,2010,Monsters of Men,4.25,https://images.gr-assets.com/books/1467392755m/7540092.jpg,2010,
2563,1841492051,Orson Scott Card,2005,Shadow of the Giant,3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,
2564,545027896,Brian Selznick,2011,Wonderstruck,4.16,https://images.gr-assets.com/books/1327885739m/10128428.jpg,2011,
2565,446519138,Sarah Ban Breathnach,1995,Simple Abundance:  A Daybook of Comfort and Joy,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1995,
2566,1442429984,Moira Young,2011,Blood Red Road ,3.94,https://images.gr-assets.com/books/1293651959m/9917938.jpg,2011,
2567,316014796,"James Patterson, Maxine Paetro",2007,The 6th Target,4.02,https://images.gr-assets.com/books/1336275870m/13131.jpg,2007,
2568,143104888,"Edgar Rice Burroughs, John Seelye",1912,A Princess of Mars,3.8,https://images.gr-assets.com/books/1332272118m/40395.jpg,1912,
2569,385528787,Margaret Atwood,2013,MaddAddam,3.98,https://images.gr-assets.com/books/1366394020m/17262203.jpg,2013,
2570,60264802,"Laura Ingalls Wilder, Garth Williams",1943,These Happy Golden Years,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1943,
2571,812971426,Victoria Finlay,2003,Color: A Natural History of the Palette,3.74,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,
2572,99481685,John Grisham,2001,Skipping Christmas,3.47,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2001,
2574,312577206,Kristin Hannah,2012,Home Front,4.12,https://images.gr-assets.com/books/1344319152m/12022079.jpg,2012,
2575,1476731535,Christina Lauren,2013,Beautiful Stranger,4.24,https://images.gr-assets.com/books/1359073239m/16117506.jpg,2013,
2576,385730306,Libba Bray,2007,The Sweet Far Thing,3.97,https://images.gr-assets.com/books/1358704741m/127459.jpg,2007,
2577,375702709,Ernest J. Gaines,1993,A Lesson Before Dying,3.93,https://images.gr-assets.com/books/1405866945m/5197.jpg,1993,
2578,349119759,David Sedaris,1998,SantaLand Diaries,4.33,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1998,
2579,1455520616,Nicholas Sparks,2015,See Me,3.93,https://images.gr-assets.com/books/1439564033m/24820165.jpg,2015,
2580,385342047,Sophie Kinsella,2010,Mini Shopaholic,3.7,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2010,
2583,015626224X,George Orwell,1933,Down and Out in Paris and London,4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1933,
2584,1427814031,Hiro Fujiwara,2006,会長はメイド様! 1,4.4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,
2585,1551924013,Nick Bantock,1991,Griffin & Sabine: An Extraordinary Correspondence,4.01,https://images.gr-assets.com/books/1356716196m/381102.jpg,1991,
2586,080509461X,Leigh Bardugo,2014,Ruin and Rising,4.17,https://images.gr-assets.com/books/1392398530m/14061957.jpg,2014,
2587,9773513912,أحمد خالد توفيق,2008,يوتوبيا,3.9,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,
2588,743294254,Jennifer Weiner,2000,Certain Girls,3.7,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2000,
2589,030794932X,Cheryl Strayed,2012,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,4.29,https://images.gr-assets.com/books/1339807006m/13152194.jpg,2012,
2590,440244161,Karen Marie Moning,1999,Beyond the Highland Mist,3.99,https://images.gr-assets.com/books/1348924088m/743599.jpg,1999,
2591,451203267,Ann Rule,1980,The Stranger Beside Me,4.13,https://images.gr-assets.com/books/1330072383m/15654.jpg,1980,
2592,61284408,Claudia Gray,2009,Stargazer,3.8,https://images.gr-assets.com/books/1306376986m/3054684.jpg,2009,
2593,606298231,Michael Crichton,1992,Rising Sun,3.61,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1992,
2594,440060672,Sidney Sheldon,1973,The Other Side of Midnight,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1973,
2595,316069485,Michael Connelly,2010,The Reversal,4.13,https://images.gr-assets.com/books/1421934033m/7936809.jpg,2010,
2596,380731509,"Louis Sachar, Joel Schick",1989,Wayside School is Falling Down,4.17,https://images.gr-assets.com/books/1405055796m/10065.jpg,1989,
2597,307713547,"Julie Orringer, Arthur Morey",2010,The Invisible Bridge,4.19,https://images.gr-assets.com/books/1274139506m/7274337.jpg,2010,
2598,61974618,Pittacus Lore,2013,The Fall of Five,4.24,https://images.gr-assets.com/books/1375365364m/15861491.jpg,2013,
2599,141439785,"Thomas Hardy, Keith Wilson",1886,The Mayor of Casterbridge,3.8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1886,
2601,99478536,Jo Nesbø,2003,Marekors ,4.03,https://images.gr-assets.com/books/1328611163m/498389.jpg,2003,
2602,425169693,Alice Hoffman,1997,Here on Earth ,3.68,https://images.gr-assets.com/books/1388299278m/5159.jpg,1997,
2603,679436545,"Anne Rice, Tim Curry",1994,Taltos,3.78,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1994,
2605,345503821,Peter V. Brett,2013,The Daylight War,4.23,https://images.gr-assets.com/books/1360777092m/9268487.jpg,2013,
2606,385515049,John Grisham,2008,The Appeal,3.58,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,
2607,689878583,Tamora Pierce,1986,The Woman Who Rides Like a Man,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1986,
2608,034552425X,Ben Aaronovitch,2011,Rivers of London,3.92,https://images.gr-assets.com/books/1389055317m/8680417.jpg,2011,
2609,60090375,Marian Keyes,1996,Lucy Sullivan is Getting Married,3.74,https://images.gr-assets.com/books/1407707569m/9303.jpg,1996,
2610,055255264X,Terry Pratchett,2004,A Hat Full of Sky,4.29,https://images.gr-assets.com/books/1319037274m/34501.jpg,2004,
2611,60786523,Vikram Seth,1993,A Suitable Boy,4.1,https://images.gr-assets.com/books/1329421639m/50365.jpg,1993,
2613,1841497975,Patricia Briggs,2011,River Marked,4.26,https://images.gr-assets.com/books/1305738320m/8087906.jpg,2011,
2614,446578843,Amy Sedaris,2006,I Like You: Hospitality Under the Influence,3.87,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,
2615,425198685,William Gibson,2003,Pattern Recognition,3.86,https://images.gr-assets.com/books/1288326931m/22320.jpg,2003,
2616,62267523,Peter  Swanson,2015,The Kind Worth Killing,4.03,https://images.gr-assets.com/books/1417981750m/21936809.jpg,2015,
2617,761104844,Patricia Schultz,2003,"1,000 Places to See Before You Die",3.83,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,
2618,60577371,"Angie Sage, Mark Zug",2007,Physik,3.99,https://images.gr-assets.com/books/1398052658m/355916.jpg,2007,
2619,141311401,"Roald Dahl, Quentin Blake",1984,Boy: Tales of Childhood,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1984,
2620,385496095,Anne Lamott,1999,Traveling Mercies: Some Thoughts on Faith,4.15,https://images.gr-assets.com/books/1403182174m/10890.jpg,1999,
2621,1416548009,Vince Flynn,2004,Memorial Day,4.3,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2004,
2622,1416903437,Tamora Pierce,1992,"Wild Magic (Immortals, #1)",4.32,https://images.gr-assets.com/books/1166573613m/13836.jpg,1992,
2624,1859855423,Max Lucado,1997,You Are Special: A Story for Everyone,4.45,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1997,
2625,399171614,Renee Ahdieh,2015,The Wrath & the Dawn,4.19,https://images.gr-assets.com/books/1417956963m/18798983.jpg,2015,
2626,307267148,"Nicholas D. Kristof, Sheryl WuDunn",2008,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,4.31,https://images.gr-assets.com/books/1320486170m/6260997.jpg,2008,
2627,316127256,"Daniel Handler, Maira Kalman",2011,Why We Broke Up,3.49,https://images.gr-assets.com/books/1348728685m/10798418.jpg,2011,
2628,1408852594,Sarah J. Maas,2014,The Assassin's Blade,4.48,https://images.gr-assets.com/books/1384362444m/18243700.jpg,2014,
2629,1400064759,Curtis Sittenfeld,2008,American Wife,3.72,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,
2630,441014348,Jim Butcher,2006,Cursor's Fury,4.36,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,
2631,449912558,Mary Doria Russell,1996,The Sparrow,4.17,https://images.gr-assets.com/books/1230829367m/334176.jpg,1996,
2632,743422449,Jodi Picoult,1996,Mercy,3.57,https://images.gr-assets.com/books/1299040130m/10910.jpg,1996,
2633,1477823832,Charlie N. Holmberg,2014,The Paper Magician,3.63,https://images.gr-assets.com/books/1405618531m/20727654.jpg,2014,
2634,61728977,Steve Harvey,2009,"Act Like a Lady, Think Like a Man",3.82,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2009,
2636,143039970,"Shirley Jackson, Jonathan Lethem",1962,We Have Always Lived in the Castle,4.05,https://images.gr-assets.com/books/1415357189m/89724.jpg,1962,
2638,316166294,Michael Connelly,2008,The Brass Verdict,4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,
2639,553560719,Timothy Zahn,1992,Star Wars: Dark Force Rising,4.14,https://images.gr-assets.com/books/1451092000m/216442.jpg,1992,
2640,385344341,Lee Child,2013,Never Go Back ,4.02,https://images.gr-assets.com/books/1467947214m/17262159.jpg,2013,
2641,60575808,Gail Carson Levine,2001,The Two Princesses of Bamarre,4.02,https://images.gr-assets.com/books/1442734248m/183656.jpg,2001,
2642,60929782,"Richard Wright, Jerry W. Ward Jr.",1945,Black Boy: A Record of Youth and Childhood,4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1945,
2643,446678457,Lalita Tademy,2001,Cane River,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2001,
2644,765305240,Terry Goodkind,2006,"Phantom (Sword of Truth, #10)",3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,
2645,553587579,Isaac Asimov,1986,Foundation and Earth,4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1986,
2646,553384155,"James D. Bradley, Ron Powers",2000,Flags of Our Fathers,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2000,
2647,525444475,"A.A. Milne, Ernest H. Shepard",1926,Winnie-the-Pooh & The House at Pooh Corner,4.43,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1926,
2648,807059099,Mahatma Gandhi,1940,An Autobiography or The Story of My Experiments with Truth,4.07,https://images.gr-assets.com/books/1320560971m/112803.jpg,1940,
2649,425179613,"Lance Armstrong, Sally Jenkins",1999,It's Not About the Bike: My Journey Back to Life,3.72,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1999,
2650,074347788X,Stephen E. Ambrose,1996,Undaunted Courage,4.22,https://images.gr-assets.com/books/1408925996m/45546.jpg,1996,
2651,224097008,Helen Macdonald,2015,H is for Hawk,3.74,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2015,
2652,034089699X,David Nicholls,2014,Us,3.66,https://images.gr-assets.com/books/1406116779m/21423525.jpg,2014,
2653,1560760478,R.A. Salvatore,1990,Sojourn (Dark Elf #3),4.23,https://images.gr-assets.com/books/1322861953m/66695.jpg,1990,
2655,1421527553,"Karuho Shiina, Tomo Kimura",2006,君に届け 1,4.23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,
2656,553580221,Dean Koontz,1999,False Memory,3.87,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1999,
